discipline,disciplineLabel,disciplineDescription
http://www.wikidata.org/entity/Q113128088,media industry studies,field of research
http://www.wikidata.org/entity/Q165650,media studies,"discipline and field of study that deals with the content, history and effects of various media"
http://www.wikidata.org/entity/Q1916441,media technology,
http://www.wikidata.org/entity/Q126945,medical education,education related to the practice of being a medical practitioner
http://www.wikidata.org/entity/Q931309,medical imaging,technique and process of creating visual representations of the interior of a body
http://www.wikidata.org/entity/Q11190,medicine,"field of study for diagnosing, treating and preventing disease"
http://www.wikidata.org/entity/Q27992545,medieval history,history during the Middle Ages
http://www.wikidata.org/entity/Q119190,medieval studies,academic interdisciplinary study of the Middle Ages
http://www.wikidata.org/entity/Q444345,melodics,academic discipline
http://www.wikidata.org/entity/Q23399,memetics,theory of mental content
http://www.wikidata.org/entity/Q110620109,memory and attention,field of research
http://www.wikidata.org/entity/Q6817770,meontology,philosophy concerned with the nature of nothingness
http://www.wikidata.org/entity/Q12149006,metabolomics,scientific study of chemical processes involving metabolites
http://www.wikidata.org/entity/Q59163916,metadata mapping,an expression of rules to convert structured data from one format or model to another
http://www.wikidata.org/entity/Q903778,metagenomics,study of genes found in a microbiome
http://www.wikidata.org/entity/Q111968621,metamorphic petrology,study of metamorphic rocks
http://www.wikidata.org/entity/Q35277,metaphysics,branch of philosophy dealing with the nature of reality
http://www.wikidata.org/entity/Q25261,meteorology,"branch of science dealing with the study of atmospheric phenomena and the short term variation of weather conditions including wind, precipitation, temperature, humidity, cloud cover, and air pressure"
http://www.wikidata.org/entity/Q185698,methodology,study of research methods
http://www.wikidata.org/entity/Q394,metrology,science of measurement and its application
http://www.wikidata.org/entity/Q7193,microbiology,study of microscopic organisms
http://www.wikidata.org/entity/Q39072,microeconomics,branch of economics that studies the behavior of individual households and firms in making decisions on the allocation of limited resources
http://www.wikidata.org/entity/Q175403,microelectronics,subfield of electronics
http://www.wikidata.org/entity/Q1074953,microscopy,technical field of using microscopes to view samples and objects that cannot be seen with the unaided eye
http://www.wikidata.org/entity/Q127467486,microseismology,the scientific study of microseismic activity
http://www.wikidata.org/entity/Q2560087,military art,field of theoretical research and training methodology in military science
http://www.wikidata.org/entity/Q192781,military history,field of history concerned with the military and warfare
http://www.wikidata.org/entity/Q1483473,military history of the United States,history of all of the United States military involvements
http://www.wikidata.org/entity/Q192386,military science,"theory, method, and practice of producing military capability"
http://www.wikidata.org/entity/Q3491429,military terminology,academic discipline studying terms and language of military organizations and personnel
http://www.wikidata.org/entity/Q83353,mineralogy,scientific study of minerals
http://www.wikidata.org/entity/Q44497,mining,extraction of valuable minerals or other geological materials from the earth
http://www.wikidata.org/entity/Q1370637,mining engineering,"engineering discipline that involves the practice, the theory, the science, the technology, and applicatIon of extracting and processing minerals from a naturally occurring environment"
http://www.wikidata.org/entity/Q1941909,model-driven engineering,software development methodology
http://www.wikidata.org/entity/Q6888384,modeling and simulation,"use of models – physical, mathematical, or otherwise logical representation of a system, entity, phenomenon, or process – as a basis for simulations – methods for implementing a model (either statically or) over time"
http://www.wikidata.org/entity/Q3281534,modern period,era from ca. 1500 until present
http://www.wikidata.org/entity/Q1943500,molinology,study of mills
http://www.wikidata.org/entity/Q129265953,momiology,the scientific study of mummies
http://www.wikidata.org/entity/Q122933041,monsoon meteorology,study of the structure and behavior of the atmosphere in those areas of the world that have monsoon climates
http://www.wikidata.org/entity/Q1497032,mountain science,field of research that concentrates on mountain landscapes
http://www.wikidata.org/entity/Q105080727,mudflat ecology,ecology of mudflats
http://www.wikidata.org/entity/Q1054701,museography,museum methods of classification and display
http://www.wikidata.org/entity/Q460162,museology,study of museums
http://www.wikidata.org/entity/Q638,music,art/activity of creating art using sound
http://www.wikidata.org/entity/Q105107008,music composition,field of musical study
http://www.wikidata.org/entity/Q27908,music education,field of study associated with the teaching and learning of music
http://www.wikidata.org/entity/Q10590700,music history,branch of history relating to music
http://www.wikidata.org/entity/Q1591288,music journalism,journalism genre
http://www.wikidata.org/entity/Q193544,music theory,study of the theoretical aspects of music and its notation
http://www.wikidata.org/entity/Q510293,musical acoustics,branch of acoustics concerned with researching and describing the physics of music
http://www.wikidata.org/entity/Q1544924,musical analysis,the study of musical structure in either compositions or performances
http://www.wikidata.org/entity/Q6942545,musical expression,various techniques used in musical performance to convey emotion
http://www.wikidata.org/entity/Q96621382,musical form study,academic discipline; the study of musical form
http://www.wikidata.org/entity/Q1049625,musical improvisation,spontaneous musical composition technique
http://www.wikidata.org/entity/Q6942562,musical performance,academic discipline; execution of music and/or song
http://www.wikidata.org/entity/Q164204,musicology,scientific discipline whose content is the practical and theoretical study of music
http://www.wikidata.org/entity/Q26425130,mycenology,studies of Mycenean Greece language and culture
http://www.wikidata.org/entity/Q7175,mycology,branch of biology concerned with the study of fungi
http://www.wikidata.org/entity/Q127478574,mycoplasmology,study of mycoplasmas
http://www.wikidata.org/entity/Q674407,myology,study of the muscle system
http://www.wikidata.org/entity/Q580854,mythography,depiction of a myth in literature or the arts
http://www.wikidata.org/entity/Q382451,narratology,study of narrative structures
http://www.wikidata.org/entity/Q101476843,national security strategy,academic discipline
http://www.wikidata.org/entity/Q107155520,national security studies,academic discipline
http://www.wikidata.org/entity/Q4314780,nationalism studies,interdisciplinary academic field devoted to the study of nationalism and related issues
http://www.wikidata.org/entity/Q484591,natural history,study of organisms including plants or animals in their environment
http://www.wikidata.org/entity/Q1513879,natural language generation,software process
http://www.wikidata.org/entity/Q30642,natural language processing,field of computer science and linguistics
http://www.wikidata.org/entity/Q683834,natural product chemistry,science studying chemical aspects of natural products
http://www.wikidata.org/entity/Q3743137,natural resource management,management of natural resources
http://www.wikidata.org/entity/Q7991,natural science,branch of science about the natural world
http://www.wikidata.org/entity/Q20113959,nature conservation,conservation of nature
http://www.wikidata.org/entity/Q213403,naturopathy,"form of alternative medicine, drugless system of therapy"
http://www.wikidata.org/entity/Q123654087,nautical cartography,subdiscipline of cartography
http://www.wikidata.org/entity/Q102066,navigation,"process of monitoring and directing the movement of a person, craft or vehicle from one place to another"
http://www.wikidata.org/entity/Q2355208,nematology,"scientific discipline concerned with the study of nematodes, also called roundworms"
http://www.wikidata.org/entity/Q898674,neonatology,"medical care of newborns, especially the ill or premature"
http://www.wikidata.org/entity/Q129090673,neossology,branch of ornithology dealing with the incubation of eggs and rearing of young birds
http://www.wikidata.org/entity/Q177635,nephrology,medical specialty that concerns itself with the kidneys
http://www.wikidata.org/entity/Q2434424,network science,academic field
http://www.wikidata.org/entity/Q1192971,network theory,study of graphs as a representation of relations between discrete objects
http://www.wikidata.org/entity/Q948647,neuroanatomy,branch of neuroscience
http://www.wikidata.org/entity/Q2728012,neurobiology,scientific study of the biology of the nervous system
http://www.wikidata.org/entity/Q21662378,neurocommunications,
http://www.wikidata.org/entity/Q129092748,neurocytology,the study of the nervous system at the cellular (neuronal) level
http://www.wikidata.org/entity/Q1336265,neuroethology,study of animal behavior and its underlying mechanistic control by the nervous system
http://www.wikidata.org/entity/Q83042,neurology,medical specialty dealing with disorders of the nervous system
http://www.wikidata.org/entity/Q3872,neuropsychology,study of the brain related to specific psychological processes and behaviors
http://www.wikidata.org/entity/Q126364610,neuropterology,branch of entomology that is concerned with the Neuroptera
http://www.wikidata.org/entity/Q207011,neuroscience,scientific study of the nervous system
http://www.wikidata.org/entity/Q188449,neurosurgery,surgery performed on the nervous system; medical specialty concerning disorders which affect any portion of the nervous system
http://www.wikidata.org/entity/Q683794,new media,"forms of media native to computers, computational, relying on computers for redistribution; e.g. telephones, computers, virtual worlds, website games, human-computer interface, computer animation, interactive computer installations"
http://www.wikidata.org/entity/Q1395034,new product development,complete process of bringing a new product to market
http://www.wikidata.org/entity/Q187084,newspaper studies,academic discipline
http://www.wikidata.org/entity/Q975065,nonprofit management,academic discipline and field of work
http://www.wikidata.org/entity/Q12134363,noospherology,Noosphere study
http://www.wikidata.org/entity/Q61951540,normativistics,discipline dealing with the issues of normativity and standardization in language
http://www.wikidata.org/entity/Q214963,nuclear medicine,medical specialty
http://www.wikidata.org/entity/Q631286,numismatics,"study of currencies, coins and paper money"
http://www.wikidata.org/entity/Q121176,nursing,caring for people who are sick or injured
http://www.wikidata.org/entity/Q3475757,nursing science,academic discipline
http://www.wikidata.org/entity/Q17652193,nutritional science,"science that interprets the nutrients and other substances in food in relation to maintenance, growth, reproduction, health and disease of an organism"
http://www.wikidata.org/entity/Q12174,obesity,medical condition in which excess body fat harms health
http://www.wikidata.org/entity/Q629029,occupational health and safety,"area concerned with the safety, health and welfare of people at occupation"
http://www.wikidata.org/entity/Q3349060,oceanology,multidisciplinary field of study and research of ocean life and physics
http://www.wikidata.org/entity/Q20820380,odontology,study of the dental system of vertebrates
http://www.wikidata.org/entity/Q126366484,oligochaetology,branch of zoology that deals with the oligochaete worms
http://www.wikidata.org/entity/Q127220291,ombrology,branch of meteorology that deals with rain
http://www.wikidata.org/entity/Q162555,oncology,branch of medicine dealing with cancer
http://www.wikidata.org/entity/Q44325,ontology,"study of the nature of being, becoming, existence or reality, as well as the basic categories of being and their relations (philosophy)"
http://www.wikidata.org/entity/Q99196766,ontology development,systematic structuring of concepts and their relationships
http://www.wikidata.org/entity/Q124413593,ontology evaluation,evaluation (in an engineering sense) of ontology representations
http://www.wikidata.org/entity/Q1423657,operations management,area of management concerned with designing and controlling the process of production and redesigning business operations
http://www.wikidata.org/entity/Q194292,operations research,discipline that deals with the application of advanced analytical methods to help make better decisions
http://www.wikidata.org/entity/Q577555,ophiology,branch of herpetology that studies snakes
http://www.wikidata.org/entity/Q161437,ophthalmology,field of medicine treating eye disorders
http://www.wikidata.org/entity/Q618211,optometry,field of health care which involves examining the eyes for defects or abnormalities as well as the medical diagnosis and management of eye disease
http://www.wikidata.org/entity/Q15900470,oracle bone studies,Academic study of Oracle Bones
http://www.wikidata.org/entity/Q558929,oral history,"historical discipline of the collection and study of historical information about individuals, families, important events, or everyday life using audiotapes, videotapes, or transcriptions of planned interviews"
http://www.wikidata.org/entity/Q113096377,oral implantology,field of research
http://www.wikidata.org/entity/Q107268129,oratory,art of speaking in public eloquently or effectively
http://www.wikidata.org/entity/Q11351,organic chemistry,"subdiscipline within chemistry involving the scientific study of carbon-based compounds, hydrocarbons, and their derivatives"
http://www.wikidata.org/entity/Q110406476,organizational development,interdisciplinary field of scholars and practitioners who work collaboratively with organizations and communities to develop their system-wide capacity for effectiveness and vitality
http://www.wikidata.org/entity/Q2029930,organizational studies,sub-discipline of sociology which deals with organizations
http://www.wikidata.org/entity/Q2015243,organogallium chemistry,chemistry of Organogallium compounds
http://www.wikidata.org/entity/Q651935,organoyttrium chemistry,study of chemical compounds containing yttrium-carbon bonds
http://www.wikidata.org/entity/Q476294,oriental studies,"study of Asia and Asian history, cultures, languages, peoples, etc."
http://www.wikidata.org/entity/Q901704,orography,study of the topographic relief of mountains
http://www.wikidata.org/entity/Q15218776,orthopedic surgery,branch of surgery concerned with conditions involving the musculoskeletal system
http://www.wikidata.org/entity/Q216685,orthopedics,branch of medicine dealing with the correction of deformities of bones or muscles
http://www.wikidata.org/entity/Q189553,otolaryngology,"surgical subspeciality concerned with ear, nose, and throat conditions"
http://www.wikidata.org/entity/Q179957,palaeography,study of ancient writing
http://www.wikidata.org/entity/Q7206,paleoanthropology,study of ancient humans
http://www.wikidata.org/entity/Q192694,paleobotany,branch of botany and paleontology
http://www.wikidata.org/entity/Q125199290,paleocetology,branch of paleontology which studies fossil cetaceans
http://www.wikidata.org/entity/Q3361737,paleoentomology,study of fossil insects
http://www.wikidata.org/entity/Q106099227,paleoherpetology,study of fossil amphibians and reptiles
http://www.wikidata.org/entity/Q27808133,paleoichthyology,branch of paleozoology devoted to the study of prehistoric fish
http://www.wikidata.org/entity/Q106139468,paleomammalogy,branch of zoology studying of fossil mammals
http://www.wikidata.org/entity/Q7205,paleontology,scientific study of the past of life on Earth through fossils
http://www.wikidata.org/entity/Q455928,paleornithology,scientific study of bird evolution and fossil birds
http://www.wikidata.org/entity/Q1501881,paleoseismology,study of earthquakes that happened in the past
http://www.wikidata.org/entity/Q7132695,paper studies,science of paper and papermaking
http://www.wikidata.org/entity/Q12558282,paradigmatics,
http://www.wikidata.org/entity/Q1858421,paremiology,the collection and study of proverbs
http://www.wikidata.org/entity/Q124608623,participatory cartography,subclass of cartography
http://www.wikidata.org/entity/Q611755,particle statistics,particular description of multiple particles in statistical mechanics
http://www.wikidata.org/entity/Q10894548,particular linguistics,study of a particular language
http://www.wikidata.org/entity/Q127676320,pathematology,the psychological study of the passions or emotions
http://www.wikidata.org/entity/Q2056817,patholinguistics,
http://www.wikidata.org/entity/Q7208,pathology,study and diagnosis of disease
http://www.wikidata.org/entity/Q189380,patristics,study of the early Christian writers who are designated Church Fathers
http://www.wikidata.org/entity/Q1503585,patrology,study of Christian Church Fathers
http://www.wikidata.org/entity/Q15820293,peace and conflict studies,Social science studying violent and nonviolent behaviours and associated structural mechanisms
http://www.wikidata.org/entity/Q104373908,peatland ecology,ecology of peatlands
http://www.wikidata.org/entity/Q7922,pedagogy,theory and practice of education
http://www.wikidata.org/entity/Q123028,pediatrics,field of medicine dealing with the care of children
http://www.wikidata.org/entity/Q215501,pedology,study of soils in their natural environment
http://www.wikidata.org/entity/Q818670,penology,"section of criminology that deals with the philosophy and practice of various societies in their attempts to repress criminal activities, and satisfy public opinion via an appropriate treatment regime for persons convicted of criminal offences"
http://www.wikidata.org/entity/Q127676088,pestology,the branch of science that deals with pests and methods of controlling and eradicating them
http://www.wikidata.org/entity/Q163082,petrology,"branch of geology that studies the origin, composition, distribution and structure of rocks"
http://www.wikidata.org/entity/Q7180763,pharmaceutical science,"area of study concerned with drugs at every stage, from design to disposition"
http://www.wikidata.org/entity/Q725307,pharmacodynamics,study of the biochemical and physiologic effects of drugs
http://www.wikidata.org/entity/Q11084655,pharmacology of traditional Chinese medical formulae,
http://www.wikidata.org/entity/Q1550789,pharmacovigilance,"the pharmacological science relating to the collection, detection, assessment, monitoring, and prevention of adverse effects with pharmaceutical product"
http://www.wikidata.org/entity/Q2946843,pharology,"scientific study of lighthouses and signal lights, their construction and illumination"
http://www.wikidata.org/entity/Q2085182,pharyngology,a branch of medical science concerned with the pharynx and its diseases
http://www.wikidata.org/entity/Q272737,phenology,study of periodic events in biological life cycles
http://www.wikidata.org/entity/Q179235,phenomenology,philosophical method and school of philosophy
http://www.wikidata.org/entity/Q6497275,phenomics,systematic study of phenotypes
http://www.wikidata.org/entity/Q3744958,philematology,study of kissing
http://www.wikidata.org/entity/Q40634,philology,study of language in written historical sources
http://www.wikidata.org/entity/Q488059,philosophical anthropology,branch of anthropology and philosophy that studies human nature and ideologies
http://www.wikidata.org/entity/Q5891,philosophy,"study of the truths and principles of being, schools of thought, knowledge, or conduct"
http://www.wikidata.org/entity/Q35395,phonetics,branch of linguistics that comprises the study of the sounds of human speech
http://www.wikidata.org/entity/Q40998,phonology,branch of linguistics concerned with the systematic organization of sounds in languages
http://www.wikidata.org/entity/Q11633,photography,"art, science, and practice of creating durable images by recording light or other electromagnetic radiation"
http://www.wikidata.org/entity/Q1073340,photometry,"the determination of light intensities of astronomical bodies, including stars"
http://www.wikidata.org/entity/Q625648,photometry,science of the measurement of light in terms of perceived brightness
http://www.wikidata.org/entity/Q113041614,"photonics, optoelectronics and optical communications",field of research
http://www.wikidata.org/entity/Q1126894,phraseology,discipline studying phraeological units (phrasemes)
http://www.wikidata.org/entity/Q113406449,phylomemetics,field of research studying cultural lineage
http://www.wikidata.org/entity/Q11372,physical chemistry,"study of macroscopic, atomic, subatomic, and particulate phenomena in chemical systems in terms of laws and concepts of physics"
http://www.wikidata.org/entity/Q18346,physical cosmology,branch of cosmology which studies mathematical models of the universe
http://www.wikidata.org/entity/Q243253,physical education,educational course related to the physique of the human body
http://www.wikidata.org/entity/Q52107,physical geography,one of the two major subfields of geography
http://www.wikidata.org/entity/Q1337681,physical oceanography,study of physical conditions and physical processes within the ocean
http://www.wikidata.org/entity/Q14632398,physical sciences,branch of natural science that studies non-living systems
http://www.wikidata.org/entity/Q413,physics,"study of matter and its motion, along with related concepts such as energy and force"
http://www.wikidata.org/entity/Q521,physiology,science regarding function of organisms or living systems
http://www.wikidata.org/entity/Q65193474,physiometry,practice of making anatomical/physiological measurements
http://www.wikidata.org/entity/Q186005,physiotherapy,health profession that aims to address the illnesses or injuries that limit a person's abilities to function in everyday lives
http://www.wikidata.org/entity/Q133501250,phytology,study of land plants
http://www.wikidata.org/entity/Q1138244,phytosociology,branch of ecology studying plant communities
http://www.wikidata.org/entity/Q7201242,planetary cartography,cartography of solid objects outside of the Earth
http://www.wikidata.org/entity/Q751439,planetary geology,geology of astronomical objects
http://www.wikidata.org/entity/Q104499,planetary science,science of planets and other astronomical objects apparently in orbit around one or more stellar objects
http://www.wikidata.org/entity/Q113133333,plant cell and molecular biology,field of research
http://www.wikidata.org/entity/Q107616960,plant cell biology,the study of plant cells
http://www.wikidata.org/entity/Q1387972,plant ecology,"subdiscipline of ecology, studies the abundance and distribution of plants"
http://www.wikidata.org/entity/Q100913396,plant ecophysiology,ecophysiology of plants
http://www.wikidata.org/entity/Q106604818,plant evolutionary biology,academic discipline
http://www.wikidata.org/entity/Q7201518,plant genetics,"study of genes, heredity in plants"
http://www.wikidata.org/entity/Q655362,plant morphology,subdiscipline of botany
http://www.wikidata.org/entity/Q8328350,plant nutrition,physiologic study of the chemical elements and compounds necessary for the metabolism and normal life of plants
http://www.wikidata.org/entity/Q185973,plant physiology,subdiscipline of botany
http://www.wikidata.org/entity/Q1138178,plant taxonomy,the study of relation between plant species and genera
http://www.wikidata.org/entity/Q4364900,plethysmography,recording and measuring variation in the volume of a part of the body
http://www.wikidata.org/entity/Q835023,poetics,theory of literary forms and discourse
http://www.wikidata.org/entity/Q482,poetry,literary style characterized by a strong expressiveness of words
http://www.wikidata.org/entity/Q96658223,polar research,studies of the north and south polar regions
http://www.wikidata.org/entity/Q37445,police science,study and research which deals with police work
http://www.wikidata.org/entity/Q3179130,policy studies,subdisicipline of political science
http://www.wikidata.org/entity/Q1660049,political communication,subfield of communication and political science
http://www.wikidata.org/entity/Q47555,political economy,"study of production, buying, and selling, and their relations with law, custom, and government"
http://www.wikidata.org/entity/Q2101492,political ethics,practice of making moral judgments about political action and political agents
http://www.wikidata.org/entity/Q21654591,political linguistics,
http://www.wikidata.org/entity/Q36442,political science,scientific study of politics
http://www.wikidata.org/entity/Q15831440,political studies,set of academic disciplines that study politics as a whole
http://www.wikidata.org/entity/Q9357091,political theory,class of theory
http://www.wikidata.org/entity/Q7163,politics,activities associated with group decisions
http://www.wikidata.org/entity/Q4811702,politics in outer space,political considerations of space policy
http://www.wikidata.org/entity/Q330963,politics of the United States,overview of political matters in the United States of America
http://www.wikidata.org/entity/Q113043256,pollution and contamination,field of research
http://www.wikidata.org/entity/Q3456979,polymer science,subfield of materials science concerned with polymers such as plastics and elastomers
http://www.wikidata.org/entity/Q35911,pomology,branch of botany that studies and cultivates fruit
http://www.wikidata.org/entity/Q113128855,popular and genre literature studies,field of research
http://www.wikidata.org/entity/Q7229751,popular culture studies,academic discipline; study of popular culture from a critical theory perspective combining communication studies and cultural studies
http://www.wikidata.org/entity/Q31151,population genetics,"subfield of genetics that deals with genetic differences of populations, part of evolutionary biology"
http://www.wikidata.org/entity/Q97360329,porn studies,academic study of the pornography industry
http://www.wikidata.org/entity/Q131626776,poseidology,branch of astronomy which studies Neptunus
http://www.wikidata.org/entity/Q113132901,post-harvest horticultural technologies,field of research including transportation and storage
http://www.wikidata.org/entity/Q1803786,power engineering,"subfield of electrical engineering, which deals with power generation, conversion, storage, transport and forwarding in electrical networks and use of electrical energy"
http://www.wikidata.org/entity/Q1383443,practical theology,academic discipline that examines and reflects on religious practices
http://www.wikidata.org/entity/Q2415966,prehistoric archaeology,archaeological discipline
http://www.wikidata.org/entity/Q2310752,prehistory and early history,archaeological discipline
http://www.wikidata.org/entity/Q118720234,presidential studies,branch of political science
http://www.wikidata.org/entity/Q1773974,preventive medicine,"measures taken for disease prevention, with anticipatory actions that can be categorized as primal, primary, secondary, tertiary, and quaternary prevention"
http://www.wikidata.org/entity/Q25312607,programming model,area of research
http://www.wikidata.org/entity/Q834933,progressive education,pedagogical movement
http://www.wikidata.org/entity/Q179012,project management,"the practice of initiating, planning, executing, controlling, and closing the work of a team to achieve specific goals and meet specific success criteria at the specified time"
http://www.wikidata.org/entity/Q852732,proof theory,branch of mathematical logic
http://www.wikidata.org/entity/Q783287,prosopography,study of history through trying to account for the existence of individuals through oblique references to them
http://www.wikidata.org/entity/Q105252429,protein chemistry,chemistry of proteins
http://www.wikidata.org/entity/Q50490353,protein crystallography,research field
http://www.wikidata.org/entity/Q410814,protein design,"design of new protein molecules to design novel activity, behavior, or purpose, and to advance basic understanding of protein function"
http://www.wikidata.org/entity/Q169525,protein engineering,"biochemical and genetic engineering processes involved in the synthesis, modification, and production of protein products for various applications"
http://www.wikidata.org/entity/Q50490180,protein science,academic discipline
http://www.wikidata.org/entity/Q899656,protein structure prediction,constructing an atomic-resolution model of a protein from its amino acid sequence
http://www.wikidata.org/entity/Q113134526,proteins and peptides in medical biochemistry,field of research including medical proteomics
http://www.wikidata.org/entity/Q471857,proteomics,large-scale study of proteins
http://www.wikidata.org/entity/Q2467781,protistology,scientific discipline devoted to the study of protists
http://www.wikidata.org/entity/Q1678416,provenance research,academic discipline
http://www.wikidata.org/entity/Q7867,psychiatry,"branch of medicine devoted to the study, diagnosis, treatment, and prevention of mental disorders"
http://www.wikidata.org/entity/Q11490637,psychical research,the study of psychic phenomena
http://www.wikidata.org/entity/Q9418,psychology,study of mental functions and behaviours
http://www.wikidata.org/entity/Q183257,psychotherapy,clinically applied psychology for desired behavior change
http://www.wikidata.org/entity/Q11830794,pteridology,scientific field of ferns
http://www.wikidata.org/entity/Q31728,public administration,"generic term for the administrations that perform tasks of the state, including bodies governed by public law"
http://www.wikidata.org/entity/Q274490,public finance,public finance in economics
http://www.wikidata.org/entity/Q189603,public health,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals"
http://www.wikidata.org/entity/Q441989,public history,broad range of activities undertaken by people with some training in the discipline of history who are generally working outside of specialized academic settings
http://www.wikidata.org/entity/Q7257903,public humanities,academic discipline
http://www.wikidata.org/entity/Q6406743,public international law,law which governs relations between sovereign states and intergovernmental international organisations
http://www.wikidata.org/entity/Q207892,public law,"branch of law involving relationships between individuals and the state, or the functioning of the state itself"
http://www.wikidata.org/entity/Q546113,public policy,principled guide to action taken by the administrative executive branches of the state with regard to a class of issues
http://www.wikidata.org/entity/Q85710967,public policy studies,academic discipline studying government programs and actions
http://www.wikidata.org/entity/Q133080,public relations,broad term for the management of public communication of organizations
http://www.wikidata.org/entity/Q18342738,public speaking,"process and act of speaking or giving a lecture to a group of people in a structured, deliberate manner intended to inform, influence, or entertain a listening audience"
http://www.wikidata.org/entity/Q86430648,publishing history,academic discipline
http://www.wikidata.org/entity/Q203337,pulmonology,medical specialty
http://www.wikidata.org/entity/Q7268922,quantitative comparative linguistics,study of language comparison using quantitative methods
http://www.wikidata.org/entity/Q730675,quantitative research,all procedures for the numerical representation of empirical facts
http://www.wikidata.org/entity/Q17995793,quantum computing,study of a model of computation
http://www.wikidata.org/entity/Q98929208,queer studies,academic discipline
http://www.wikidata.org/entity/Q1755260,questioned document examination,"analysis of the physical characteristics and patterns of handwriting claiming to be able to identify the writer, indicating the psychological state at the time of writing, or evaluating personality characteristics"
http://www.wikidata.org/entity/Q65281066,raciology,branch of anthropology that studies human races
http://www.wikidata.org/entity/Q12717855,radar meteorology,the study of the atmosphere and weather using radar as the means of observation and measurement
http://www.wikidata.org/entity/Q1363977,radio-frequency engineering,specialty of electronic engineering
http://www.wikidata.org/entity/Q4260703,railway engineering,study of engineering principles necessary for railway construction and operation
http://www.wikidata.org/entity/Q856741,random walk,mathematical formalization of a path that consists of a succession of random steps
http://www.wikidata.org/entity/Q877637,rangaku,Japanese study of Dutch tech (1639–1867)
http://www.wikidata.org/entity/Q58081477,real estate management,"operation, control, and oversight of real estate"
http://www.wikidata.org/entity/Q7306175,redology,academic study of Cao Xueqin's Dream of the Red Chamber
http://www.wikidata.org/entity/Q104376784,reef ecology,ecology of reefs
http://www.wikidata.org/entity/Q1061415,regenerative medicine,"branch of translational research in tissue engineering and molecular biology dealing with the process of replacing, engineering, or regenerating biological units to (re-)establish normal function"
http://www.wikidata.org/entity/Q1802210,regional history,history of a particular region
http://www.wikidata.org/entity/Q1781695,regional science,"a field of the social sciences concerned with analytical approaches to problems that are specifically urban, rural, or regional"
http://www.wikidata.org/entity/Q113098209,regolith and landscape evolution,field of research
http://www.wikidata.org/entity/Q7310755,relationship extraction,type of text mining
http://www.wikidata.org/entity/Q9174,religion,social-cultural system
http://www.wikidata.org/entity/Q1412471,religious education,teaching of a particular religion and its varied aspects
http://www.wikidata.org/entity/Q670732,religious law,legal system based on religious teachings
http://www.wikidata.org/entity/Q34187,religious studies,objective study of religion
http://www.wikidata.org/entity/Q120411401,renewable energy science,field of research
http://www.wikidata.org/entity/Q1425625,reproducibility,agreement with previous measurements using the same methodology in the same context
http://www.wikidata.org/entity/Q3640158,reproductive biology,branch of biology studying reproduction
http://www.wikidata.org/entity/Q130304869,reproductive physiology,the study of the physiology of the reproductive system
http://www.wikidata.org/entity/Q9307400,reptiliology,the branch of zoology dealing with reptiles
http://www.wikidata.org/entity/Q653838,rescue archaeology,"archaeological survey and excavation carried out in advance of construction, other land development, or natural destruction of a landscape"
http://www.wikidata.org/entity/Q14431238,resource management,efficient and effective deployment of an organization's resources when they are needed
http://www.wikidata.org/entity/Q2428433,restoration ecology,scientific study of renewing and restoring ecosystems
http://www.wikidata.org/entity/Q81009,rhetoric,"art of persuasion, one of the three ancient arts of discourse"
http://www.wikidata.org/entity/Q9311551,rhodology,branch of botany concerned with roses
http://www.wikidata.org/entity/Q110823158,rickettsiology,study of Rickettsia and diseases caused by it
http://www.wikidata.org/entity/Q104233395,riparian ecology,ecology of riparian areas
http://www.wikidata.org/entity/Q189447,risk management,"management to identification, evaluation, and prioritization of risks"
http://www.wikidata.org/entity/Q170978,robotics,"design, construction, operation, and application of robots"
http://www.wikidata.org/entity/Q4389316,rocket dynamics,science of the movement of vehicles with rocket engines
http://www.wikidata.org/entity/Q76749558,rodentology,branch of mammalogy dealing with the rodents
http://www.wikidata.org/entity/Q3473027,rural health,interdisciplinary study of health and health care delivery in rural environments
http://www.wikidata.org/entity/Q116250315,rural social sciences,
http://www.wikidata.org/entity/Q1187231,sabermetrics,academic field studying baseball statistics
http://www.wikidata.org/entity/Q11450377,safety science,research on all aspects of human and industrial safety
http://www.wikidata.org/entity/Q104233266,salt marsh ecology,ecology of salt marshes
http://www.wikidata.org/entity/Q7406565,salvage ethnography,practice of salvaging a record of what was left of a culture before it disappeared
http://www.wikidata.org/entity/Q111389636,saurology,the branch of herpetology that deals with lizards
http://www.wikidata.org/entity/Q737201,scenography,"theatre design including lighting, sound, set and costume design"
http://www.wikidata.org/entity/Q336,science,"systematic endeavor that builds and organizes knowledge, and the set of knowledge produced by this system"
http://www.wikidata.org/entity/Q2445082,science and technology studies,"field of study in which society, politics and culture are studied in how scientific research and technological innovation affect them"
http://www.wikidata.org/entity/Q3026834,science didactics,
http://www.wikidata.org/entity/Q2485457,science education,teaching and learning of science to non-scientists within the general public
http://www.wikidata.org/entity/Q2737409,science of hadith,study of the sayings and traditions of Muhammad
http://www.wikidata.org/entity/Q2736989,science of public administration,public administration research
http://www.wikidata.org/entity/Q7433707,science of team science,field of scientific philosophy and methodology
http://www.wikidata.org/entity/Q1332231,science studies,"interdisciplinary research area that seeks to situate scientific expertise in broad social, historical, and philosophical contexts"
